1,1,1.031695163593709,1,1,1,1.3102156326801415,1.5407154371084228,1,0,0,0,1,0,0,0,1,0,0,1,0,0.5767179914572501,0.08365294968062228,-0.37430511819212975,1,1,1,1,1,1,1,1,0.0726061486780991,-0.17164653548813819,0.6937849605682168,-0.543555330426922,-0.9976946599159398,-0.37104219715303854,0.0734333641512146,-4.155470294933865,-0.19581960992256828,0.2689414213699951
1,1,0.2101366836276756,1,1,0,-1.3360393847765346,-1.188832293601404,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,0,1,1,0,1,0,1,1.119748159613353,-0.17164653548813819,-0.15738033131982224,-0.543555330426922,-0.9976946599159398,-0.37104219715303854,-0.35786304611248015,-0.8745697822671028,-0.19581960992256828,0.2689414213699951
1,1,-1.4329802763043915,1,0,0,-1.3360393847765346,-1.188832293601404,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,1,1,1,1,1,1,0,1,0.0726061486780991,-0.17164653548813819,-1.0085456232078613,0.5385532875088826,0.5606779857770685,-0.37104219715303854,0.5047297744149093,0.21906372195515136,0.4911367513733603,0.5
1,1,-1.4329802763043915,1,1,0,1.3102156326801415,-0.2789830500314616,0,1,0,0,0,0,1,0,0,0,1,1,0,-0.7600319244561619,1.290114379518929,-0.37430511819212975,0,0,1,0,1,1,0,0,-0.9745358622571546,-1.1237713349052476,-1.0085456232078613,-0.543555330426922,-0.9976946599159398,1.0129025496993864,-0.7891594563761749,0.9481527247699875,0.8346149320213246,0.8807970779778823
1,1,-0.6114217963383579,1,1,0,0.4281306268612495,0.6308661935384807,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,0,1,1,1,1,1,1,0.0726061486780991,-0.17164653548813819,-1.0085456232078613,-0.543555330426922,-0.21850833706943562,1.0129025496993864,-0.7891594563761749,-0.14548077945226667,0.4911367513733603,0.7310585786300049
1,0,-0.6114217963383579,1,0,0,1.3102156326801415,0.6308661935384807,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,0,1,0,1,1,0,1,1.119748159613353,0.7804782639289712,-1.0085456232078613,-0.543555330426922,-0.21850833706943562,1.0129025496993864,0.5047297744149093,0.21906372195515136,0.147658570725396,0.7310585786300049
1,0,-0.6114217963383579,1,0,0,-0.45395437895764257,-0.2789830500314616,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,1,1,1,1,1,0,1,0.0726061486780991,0.7804782639289712,0.6937849605682168,-0.543555330426922,-0.9976946599159398,-0.37104219715303854,-0.7891594563761749,0.5836082233625695,0.147658570725396,0.7310585786300049
1,1,0.2101366836276756,1,1,1,1.3102156326801415,1.5407154371084228,0,0,1,0,1,0,0,0,0,0,1,1,0,0.5767179914572501,0.08365294968062228,-0.37430511819212975,1,0,1,1,1,1,1,1,0.0726061486780991,-2.075896134322357,0.6937849605682168,-0.543555330426922,-0.9976946599159398,-1.7549869440054635,-0.35786304611248015,-0.5100252808596847,0.4911367513733603,0.7310585786300049
1,0,-1.4329802763043915,1,0,1,0.4281306268612495,-0.2789830500314616,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,0,1,1,1,1,0,1,0.0726061486780991,-1.1237713349052476,-1.0085456232078613,-0.543555330426922,-0.9976946599159398,-1.7549869440054635,-0.7891594563761749,1.3126972261774055,1.5215712933172532,0.9933071490757153
1,0,-1.4329802763043915,1,1,0,0.4281306268612495,1.5407154371084228,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.7600319244561619,0.08365294968062228,-0.37430511819212975,0,0,1,0,1,1,0,1,1.119748159613353,1.7326030633460807,-1.8597109150959001,-0.543555330426922,-0.9976946599159398,1.0129025496993864,-0.7891594563761749,0.21906372195515136,0.147658570725396,0.7310585786300049
